id,year,month,day,births
3507,1973,7,99,14
3508,1973,8,1,4588
3509,1973,8,1,4849
3510,1973,8,2,4654
3511,1973,8,2,4745
3512,1973,8,3,4613
3513,1973,8,3,4808
3514,1973,8,4,4021
3515,1973,8,4,4074
3516,1973,8,5,3649
3517,1973,8,5,3967
3518,1973,8,6,4598
3519,1973,8,6,4846
3520,1973,8,7,4817
3521,1973,8,7,4953
3522,1973,8,8,4672
3523,1973,8,8,4926
3524,1973,8,9,4521
3525,1973,8,9,4897
3526,1973,8,10,4815
3527,1973,8,10,5014
3528,1973,8,11,4034
3529,1973,8,11,4158
3530,1973,8,12,3939
3531,1973,8,12,3969
3532,1973,8,13,4474
3533,1973,8,13,4734
3534,1973,8,14,4687
3535,1973,8,14,5155
3536,1973,8,15,4608
3537,1973,8,15,4932
3538,1973,8,16,4458
3539,1973,8,16,4825
3540,1973,8,17,4639
3541,1973,8,17,4670
3542,1973,8,18,3988
3543,1973,8,18,4292
3544,1973,8,19,3885
3545,1973,8,19,3896
3546,1973,8,20,4739
3547,1973,8,20,4728
3548,1973,8,21,4750
3549,1973,8,21,4891
3550,1973,8,22,4525
3551,1973,8,22,4892
3552,1973,8,23,4400
3553,1973,8,23,4649
3554,1973,8,24,4580
3555,1973,8,24,4768
3556,1973,8,25,4099
3557,1973,8,25,4221
3558,1973,8,26,3927
3559,1973,8,26,4051
3560,1973,8,27,4627
3561,1973,8,27,4870
3562,1973,8,28,4769
3563,1973,8,28,4932
3564,1973,8,29,4539
3565,1973,8,29,4869
3566,1973,8,30,4635
3567,1973,8,30,4921
3568,1973,8,31,4466
3569,1973,8,31,4925
3570,1973,8,99,24
3571,1973,8,99,22
3572,1973,9,1,4106
3573,1973,9,1,4294
3574,1973,9,2,3790
3575,1973,9,2,3917
3576,1973,9,3,3815
3577,1973,9,3,3966
3578,1973,9,4,4711
3579,1973,9,4,4803
3580,1973,9,5,4869
3581,1973,9,5,5028
3582,1973,9,6,4475
3583,1973,9,6,4736
3584,1973,9,7,4479
3585,1973,9,7,4938
3586,1973,9,8,4176
3587,1973,9,8,4081
3588,1973,9,9,3922
3589,1973,9,9,4039
3590,1973,9,10,4449
3591,1973,9,10,4716
3592,1973,9,11,4739
3593,1973,9,11,4962
3594,1973,9,12,4540
3595,1973,9,12,4763
3596,1973,9,13,4445
3597,1973,9,13,4661
3598,1973,9,14,4683
3599,1973,9,14,4986
3600,1973,9,15,4172
3601,1973,9,15,4335
3602,1973,9,16,3904
3603,1973,9,16,4090
3604,1973,9,17,4725
3605,1973,9,17,4813
3606,1973,9,18,4733
3607,1973,9,18,4892
3608,1973,9,19,4612
3609,1973,9,19,4752
3610,1973,9,20,4852
3611,1973,9,20,4916
3612,1973,9,21,4737
3613,1973,9,21,4880
3614,1973,9,22,4286
3615,1973,9,22,4445
3616,1973,9,23,4079
3617,1973,9,23,4177
3618,1973,9,24,4847
3619,1973,9,24,4764
3620,1973,9,25,4878
3621,1973,9,25,5211
3622,1973,9,26,4696
3623,1973,9,26,5099
3624,1973,9,27,4715
3625,1973,9,27,4882
3626,1973,9,28,4680
3627,1973,9,28,4867
3628,1973,9,29,4144
3629,1973,9,29,4289
3630,1973,9,30,3940
3631,1973,9,30,4074
3632,1973,9,31,4
3633,1973,9,31,2
3634,1973,9,99,16
3635,1973,9,99,8
3636,1973,10,1,4456
3637,1973,10,1,4841
3638,1973,10,2,4794
3639,1973,10,2,4882
3640,1973,10,3,4387
3641,1973,10,3,4682
3642,1973,10,4,4471
3643,1973,10,4,4478
3644,1973,10,5,4400
3645,1973,10,5,4847
3646,1973,10,6,3997
3647,1973,10,6,4177
3648,1973,10,7,3686
3649,1973,10,7,3930
3650,1973,10,8,4488
3651,1973,10,8,4568
3652,1973,10,9,4553
3653,1973,10,9,4756
3654,1973,10,10,4428
3655,1973,10,10,4699
3656,1973,10,11,4342
3657,1973,10,11,4480
3658,1973,10,12,4431
3659,1973,10,12,4497
3660,1973,10,13,3776
3661,1973,10,13,4152
3662,1973,10,14,3585
3663,1973,10,14,3858
3664,1973,10,15,4235
3665,1973,10,15,4588
3666,1973,10,16,4377
3667,1973,10,16,4728
3668,1973,10,17,4224
3669,1973,10,17,4490
3670,1973,10,18,4154
3671,1973,10,18,4548
3672,1973,10,19,4249
3673,1973,10,19,4604
3674,1973,10,20,3739
3675,1973,10,20,3898
3676,1973,10,21,3457
3677,1973,10,21,3589
3678,1973,10,22,4176
3679,1973,10,22,4254
3680,1973,10,23,4498
3681,1973,10,23,4757
3682,1973,10,24,4382
3683,1973,10,24,4423
3684,1973,10,25,4173
3685,1973,10,25,4334
3686,1973,10,26,4326
3687,1973,10,26,4427
3688,1973,10,27,3754
3689,1973,10,27,3992
3690,1973,10,28,3593
3691,1973,10,28,3781
3692,1973,10,29,4077
3693,1973,10,29,4487
3694,1973,10,30,4219
3695,1973,10,30,4509
3696,1973,10,31,4161
3697,1973,10,31,4534
3698,1973,10,99,24
3699,1973,10,99,14
3700,1973,11,1,4297
3701,1973,11,1,4466
3702,1973,11,2,4195
3703,1973,11,2,4564
3704,1973,11,3,3736
3705,1973,11,3,4005
3706,1973,11,4,3535
3707,1973,11,4,3710
3708,1973,11,5,4143
3709,1973,11,5,4569
3710,1973,11,6,4197
3711,1973,11,6,4411
3712,1973,11,7,4186
3713,1973,11,7,4530
3714,1973,11,8,4249
3715,1973,11,8,4397
3716,1973,11,9,4365
3717,1973,11,9,4632
3718,1973,11,10,3778
3719,1973,11,10,4081
3720,1973,11,11,3580
3721,1973,11,11,3840
3722,1973,11,12,4314
3723,1973,11,12,4370
3724,1973,11,13,4364
3725,1973,11,13,4785
3726,1973,11,14,4393
3727,1973,11,14,4446
3728,1973,11,15,4259
3729,1973,11,15,4462
3730,1973,11,16,4453
3731,1973,11,16,4686
3732,1973,11,17,3856
3733,1973,11,17,4021
3734,1973,11,18,3679
3735,1973,11,18,3741
3736,1973,11,19,4353
3737,1973,11,19,4522
3738,1973,11,20,4430
3739,1973,11,20,4969
3740,1973,11,21,4140
3741,1973,11,21,4456
3742,1973,11,22,3452
3743,1973,11,22,3597
3744,1973,11,23,4055
3745,1973,11,23,4187
3746,1973,11,24,3740
3747,1973,11,24,4020
3748,1973,11,25,3621
3749,1973,11,25,3758
3750,1973,11,26,4426
3751,1973,11,26,4626
3752,1973,11,27,4497
3753,1973,11,27,4848
3754,1973,11,28,4178
3755,1973,11,28,4414
3756,1973,11,29,4124
3757,1973,11,29,4428
3758,1973,11,30,4186
3759,1973,11,30,4404
3760,1973,11,31,10
3761,1973,11,99,22
3762,1973,11,99,22
3763,1973,12,1,3704
3764,1973,12,1,3963
3765,1973,12,2,3570
3766,1973,12,2,3742
3767,1973,12,3,4264
3768,1973,12,3,4475
3769,1973,12,4,4395
3770,1973,12,4,4709
3771,1973,12,5,4254
3772,1973,12,5,4545
3773,1973,12,6,4245
3774,1973,12,6,4404
3775,1973,12,7,4189
3776,1973,12,7,4292
3777,1973,12,8,3720
3778,1973,12,8,3962
3779,1973,12,9,3749
3780,1973,12,9,3707
3781,1973,12,10,4305
3782,1973,12,10,4587
3783,1973,12,11,4359
3784,1973,12,11,4699
3785,1973,12,12,4310
3786,1973,12,12,4484
3787,1973,12,13,4248
3788,1973,12,13,4503
3789,1973,12,14,4552
3790,1973,12,14,4625
3791,1973,12,15,3809
3792,1973,12,15,4012
3793,1973,12,16,3754
3794,1973,12,16,3910
3795,1973,12,17,4610
3796,1973,12,17,4800
3797,1973,12,18,4536
3798,1973,12,18,5000
3799,1973,12,19,4658
3800,1973,12,19,4659
3801,1973,12,20,4428
3802,1973,12,20,4553
3803,1973,12,21,4316
3804,1973,12,21,4615
3805,1973,12,22,3758
3806,1973,12,22,3827
3807,1973,12,23,3393
3808,1973,12,23,3619
3809,1973,12,24,3595
3810,1973,12,24,3705
3811,1973,12,25,3493
3812,1973,12,25,3471
3813,1973,12,26,4023
3814,1973,12,26,4113
3815,1973,12,27,4648
3816,1973,12,27,4861
3817,1973,12,28,4768
3818,1973,12,28,5182
3819,1973,12,29,4166
3820,1973,12,29,4154
3821,1973,12,30,3546
3822,1973,12,30,3819
3823,1973,12,31,4399
3824,1973,12,31,4567
3825,1973,12,99,24
3826,1973,12,99,20
3827,1974,1,1,3311
3828,1974,1,1,3691
3829,1974,1,2,3798
3830,1974,1,2,4011
3831,1974,1,3,4013
3832,1974,1,3,4364
3833,1974,1,4,4283
3834,1974,1,4,4568
3835,1974,1,5,3809
3836,1974,1,5,4018
3837,1974,1,6,3478
3838,1974,1,6,3615
3839,1974,1,7,4195
3840,1974,1,7,4428
3841,1974,1,8,4484
3842,1974,1,8,4302
3843,1974,1,9,4068
3844,1974,1,9,4278
3845,1974,1,10,4343
3846,1974,1,10,4339
3847,1974,1,11,4410
3848,1974,1,11,4634
3849,1974,1,12,3750
3850,1974,1,12,4019
3851,1974,1,13,3592
3852,1974,1,13,3760
3853,1974,1,14,4266
3854,1974,1,14,4530
3855,1974,1,15,4223
3856,1974,1,15,4716
3857,1974,1,16,4146
3858,1974,1,16,4586
3859,1974,1,17,4276
3860,1974,1,17,4328
3861,1974,1,18,4489
3862,1974,1,18,4482
3863,1974,1,19,3828
3864,1974,1,19,3923
3865,1974,1,20,3592
3866,1974,1,20,3887
3867,1974,1,21,4424
3868,1974,1,21,4634
3869,1974,1,22,4254
3870,1974,1,22,4513
3871,1974,1,23,4184
3872,1974,1,23,4273
3873,1974,1,24,4193
3874,1974,1,24,4499
3875,1974,1,25,4323
3876,1974,1,25,4367
3877,1974,1,26,3800
3878,1974,1,26,3999
3879,1974,1,27,3657
3880,1974,1,27,3884
3881,1974,1,28,4063
3882,1974,1,28,4399
3883,1974,1,29,4349
3884,1974,1,29,4562
3885,1974,1,30,4072
3886,1974,1,30,4367
3887,1974,1,31,4214
3888,1974,1,31,4406
3889,1974,1,99,8
3890,1974,1,99,20
3891,1974,2,1,4295
3892,1974,2,1,4473
3893,1974,2,2,3830
3894,1974,2,2,4023
3895,1974,2,3,3559
3896,1974,2,3,3873
3897,1974,2,4,4321
3898,1974,2,4,4330
3899,1974,2,5,4337
3900,1974,2,5,4555
3901,1974,2,6,4342
3902,1974,2,6,4450
3903,1974,2,7,4237
3904,1974,2,7,4468
3905,1974,2,8,4332
3906,1974,2,8,4490
3907,1974,2,9,3691
3908,1974,2,9,4001
3909,1974,2,10,3450
3910,1974,2,10,3700
3911,1974,2,11,4345
3912,1974,2,11,4421
3913,1974,2,12,4382
3914,1974,2,12,4542
3915,1974,2,13,4302
3916,1974,2,13,4506
3917,1974,2,14,4215
3918,1974,2,14,4680
3919,1974,2,15,4421
3920,1974,2,15,4613
3921,1974,2,16,3906
3922,1974,2,16,4033
3923,1974,2,17,3637
3924,1974,2,17,3819
3925,1974,2,18,4147
3926,1974,2,18,4490
3927,1974,2,19,4318
3928,1974,2,19,4698
3929,1974,2,20,4417
3930,1974,2,20,4492
3931,1974,2,21,4262
3932,1974,2,21,4486
3933,1974,2,22,4426
3934,1974,2,22,4634
3935,1974,2,23,3986
3936,1974,2,23,4165
3937,1974,2,24,3730
3938,1974,2,24,3828
3939,1974,2,25,4083
3940,1974,2,25,4429
3941,1974,2,26,4365
3942,1974,2,26,4491
3943,1974,2,27,4354
3944,1974,2,27,4356
3945,1974,2,28,4161
3946,1974,2,28,4373
3947,1974,2,29,5
3948,1974,2,29,2
3949,1974,2,31,2
3950,1974,2,31,2
3951,1974,2,99,12
3952,1974,2,99,9
3953,1974,3,1,4327
3954,1974,3,1,4590
3955,1974,3,2,4014
3956,1974,3,2,4069
3957,1974,3,3,3752
3958,1974,3,3,3898
3959,1974,3,4,4372
3960,1974,3,4,4518
3961,1974,3,5,4381
3962,1974,3,5,4889
3963,1974,3,6,4248
3964,1974,3,6,4438
3965,1974,3,7,4241
3966,1974,3,7,4399
3967,1974,3,8,4344
3968,1974,3,8,4620
3969,1974,3,9,3795
3970,1974,3,9,4155
3971,1974,3,10,3636
3972,1974,3,10,3781
3973,1974,3,11,4219
3974,1974,3,11,4618
3975,1974,3,12,4357
3976,1974,3,12,4527
3977,1974,3,13,4107
3978,1974,3,13,4400
3979,1974,3,14,4172
3980,1974,3,14,4230
3981,1974,3,15,4297
3982,1974,3,15,4593
3983,1974,3,16,3843
3984,1974,3,16,3991
3985,1974,3,17,3518
3986,1974,3,17,3708
3987,1974,3,18,4120
3988,1974,3,18,4574
3989,1974,3,19,4335
3990,1974,3,19,4643
3991,1974,3,20,4034
3992,1974,3,20,4421
3993,1974,3,21,3920
3994,1974,3,21,4480
3995,1974,3,22,4194
3996,1974,3,22,4474
3997,1974,3,23,3820
3998,1974,3,23,3953
3999,1974,3,24,3484
4000,1974,3,24,3550
4001,1974,3,25,4172
4002,1974,3,25,4398
4003,1974,3,26,4283
4004,1974,3,26,4473
4005,1974,3,27,4061
4006,1974,3,27,4454
4007,1974,3,28,4139
4008,1974,3,28,4322
4009,1974,3,29,4245
4010,1974,3,29,4394
4011,1974,3,30,3624
4012,1974,3,30,3902
4013,1974,3,31,3538
4014,1974,3,31,3767
4015,1974,3,99,6
4016,1974,3,99,16
4017,1974,4,1,4233
4018,1974,4,1,4317
4019,1974,4,2,4489
4020,1974,4,2,4659
4021,1974,4,3,4210
4022,1974,4,3,4361
4023,1974,4,4,4194
4024,1974,4,4,4323
4025,1974,4,5,4215
4026,1974,4,5,4441
4027,1974,4,6,3537
4028,1974,4,6,3918
4029,1974,4,7,3393
4030,1974,4,7,3658
4031,1974,4,8,4260
4032,1974,4,8,4176
4033,1974,4,9,4310
4034,1974,4,9,4607
4035,1974,4,10,3879
4036,1974,4,10,4567
4037,1974,4,11,4104
4038,1974,4,11,4155
4039,1974,4,12,3945
4040,1974,4,12,4441
4041,1974,4,13,3764
4042,1974,4,13,3845
4043,1974,4,14,3487
4044,1974,4,14,3545
4045,1974,4,15,4060
4046,1974,4,15,4282
4047,1974,4,16,4228
4048,1974,4,16,4387
4049,1974,4,17,4262
4050,1974,4,17,4340
4051,1974,4,18,4147
4052,1974,4,18,4186
4053,1974,4,19,4141
4054,1974,4,19,4446
4055,1974,4,20,3519
4056,1974,4,20,3961
4057,1974,4,21,3508
4058,1974,4,21,3700
4059,1974,4,22,4168
4060,1974,4,22,4329
4061,1974,4,23,4376
4062,1974,4,23,4659
4063,1974,4,24,4258
4064,1974,4,24,4407
4065,1974,4,25,4210
4066,1974,4,25,4346
4067,1974,4,26,4204
4068,1974,4,26,4558
4069,1974,4,27,3628
4070,1974,4,27,3862
4071,1974,4,28,3430
4072,1974,4,28,3625
4073,1974,4,29,3969
4074,1974,4,29,4363
4075,1974,4,30,4199
4076,1974,4,30,4478
4077,1974,4,31,2
4078,1974,4,31,2
4079,1974,4,99,10
4080,1974,4,99,10
4081,1974,5,1,4037
4082,1974,5,1,4537
4083,1974,5,2,4012
4084,1974,5,2,4226
4085,1974,5,3,4068
4086,1974,5,3,4592
4087,1974,5,4,3562
4088,1974,5,4,3822
4089,1974,5,5,3367
4090,1974,5,5,3561
4091,1974,5,6,4059
4092,1974,5,6,4258
4093,1974,5,7,4309
4094,1974,5,7,4577
4095,1974,5,8,4052
4096,1974,5,8,4432
4097,1974,5,9,4084
4098,1974,5,9,4441
4099,1974,5,10,4164
4100,1974,5,10,4431
4101,1974,5,11,3790
4102,1974,5,11,3920
4103,1974,5,12,3433
4104,1974,5,12,3653
4105,1974,5,13,4264
4106,1974,5,13,4375
4107,1974,5,14,4270
4108,1974,5,14,4616
4109,1974,5,15,4364
4110,1974,5,15,4656
4111,1974,5,16,4307
4112,1974,5,16,4323
4113,1974,5,17,4345
4114,1974,5,17,4528
4115,1974,5,18,3752
4116,1974,5,18,3915
4117,1974,5,19,3373
4118,1974,5,19,3523
4119,1974,5,20,4183
4120,1974,5,20,4610
4121,1974,5,21,4322
4122,1974,5,21,4739
4123,1974,5,22,4304
4124,1974,5,22,4472
4125,1974,5,23,4134
4126,1974,5,23,4443
4127,1974,5,24,4369
4128,1974,5,24,4555
4129,1974,5,25,3719
4130,1974,5,25,3874
4131,1974,5,26,3477
4132,1974,5,26,3455
4133,1974,5,27,3608
4134,1974,5,27,3852
4135,1974,5,28,4193
4136,1974,5,28,4377
4137,1974,5,29,4445
4138,1974,5,29,4618
4139,1974,5,30,4273
4140,1974,5,30,4685
4141,1974,5,31,4460
4142,1974,5,31,4590
4143,1974,5,99,12
4144,1974,5,99,8
4145,1974,6,1,3535
4146,1974,6,1,3913
4147,1974,6,2,3424
4148,1974,6,2,3622
4149,1974,6,3,3944
4150,1974,6,3,4370
4151,1974,6,4,4340
4152,1974,6,4,4570
4153,1974,6,5,4247
4154,1974,6,5,4490
4155,1974,6,6,4228
4156,1974,6,6,4371
4157,1974,6,7,4469
4158,1974,6,7,4641
4159,1974,6,8,3692
4160,1974,6,8,3779
4161,1974,6,9,3435
4162,1974,6,9,3746
4163,1974,6,10,4368
4164,1974,6,10,4571
4165,1974,6,11,4332
4166,1974,6,11,4422
4167,1974,6,12,4116
4168,1974,6,12,4487
4169,1974,6,13,3993
4170,1974,6,13,4463
4171,1974,6,14,4317
4172,1974,6,14,4581
4173,1974,6,15,3708
4174,1974,6,15,3958
4175,1974,6,16,3455
4176,1974,6,16,3756
4177,1974,6,17,4228
4178,1974,6,17,4448
4179,1974,6,18,4299
4180,1974,6,18,4717
4181,1974,6,19,4299
4182,1974,6,19,4565
4183,1974,6,20,4251
4184,1974,6,20,4582
4185,1974,6,21,4501
4186,1974,6,21,4863
4187,1974,6,22,3764
4188,1974,6,22,4239
4189,1974,6,23,3446
4190,1974,6,23,3716
4191,1974,6,24,4098
4192,1974,6,24,4405
4193,1974,6,25,4354
4194,1974,6,25,4684
4195,1974,6,26,4331
4196,1974,6,26,4668
4197,1974,6,27,4257
4198,1974,6,27,4625
4199,1974,6,28,4395
4200,1974,6,28,4694
4201,1974,6,29,3923
4202,1974,6,29,4088
4203,1974,6,30,3632
4204,1974,6,30,3899
4205,1974,6,31,2
4206,1974,6,31,2
4207,1974,6,99,18
4208,1974,6,99,24
4209,1974,7,1,4524
4210,1974,7,1,4692
4211,1974,7,2,4866
4212,1974,7,2,5057
4213,1974,7,3,4607
4214,1974,7,3,5086
4215,1974,7,4,3859
4216,1974,7,4,4065
4217,1974,7,5,4383
4218,1974,7,5,4668
4219,1974,7,6,4012
4220,1974,7,6,4273
4221,1974,7,7,3634
4222,1974,7,7,3992
4223,1974,7,8,4515
4224,1974,7,8,4957
4225,1974,7,9,4830
4226,1974,7,9,5030
4227,1974,7,10,4665
4228,1974,7,10,4758
4229,1974,7,11,4472
4230,1974,7,11,4746
4231,1974,7,12,4453
4232,1974,7,12,4830
4233,1974,7,13,4009
4234,1974,7,13,4219
4235,1974,7,14,3712
4236,1974,7,14,3893
4237,1974,7,15,4511
4238,1974,7,15,4756
4239,1974,7,16,4737
4240,1974,7,16,4960
4241,1974,7,17,4686
4242,1974,7,17,4733
4243,1974,7,18,4416
4244,1974,7,18,4706
4245,1974,7,19,4698
4246,1974,7,19,4825
4247,1974,7,20,4113
4248,1974,7,20,4358
4249,1974,7,21,3693
4250,1974,7,21,3740
4251,1974,7,22,4543
4252,1974,7,22,4771
4253,1974,7,23,4909
4254,1974,7,23,5201
4255,1974,7,24,4533
4256,1974,7,24,4794
4257,1974,7,25,4425
4258,1974,7,25,4838
4259,1974,7,26,4763
4260,1974,7,26,4811
4261,1974,7,27,4139
4262,1974,7,27,4353
4263,1974,7,28,3879
4264,1974,7,28,3993
4265,1974,7,29,4645
4266,1974,7,29,4809
4267,1974,7,30,4768
4268,1974,7,30,5053
4269,1974,7,31,4717
4270,1974,7,31,4874
4271,1974,7,99,9
4272,1974,7,99,6
4273,1974,8,1,4787
4274,1974,8,1,4920
4275,1974,8,2,4764
4276,1974,8,2,4872
4277,1974,8,3,4159
4278,1974,8,3,4311
4279,1974,8,4,3906
4280,1974,8,4,3907
4281,1974,8,5,4477
4282,1974,8,5,4647
4283,1974,8,6,4774
4284,1974,8,6,5193
4285,1974,8,7,4713
4286,1974,8,7,4903
4287,1974,8,8,4578
4288,1974,8,8,4972
4289,1974,8,9,4732
4290,1974,8,9,4964
4291,1974,8,10,4053
4292,1974,8,10,4378
4293,1974,8,11,3798
4294,1974,8,11,3926
4295,1974,8,12,4718
4296,1974,8,12,4925
4297,1974,8,13,5001
4298,1974,8,13,5212
4299,1974,8,14,4781
4300,1974,8,14,4805
4301,1974,8,15,4769
4302,1974,8,15,5056
4303,1974,8,16,4656
4304,1974,8,16,5179
4305,1974,8,17,4163
4306,1974,8,17,4393
4307,1974,8,18,3965
4308,1974,8,18,4108
4309,1974,8,19,4630
4310,1974,8,19,4952
4311,1974,8,20,4926
4312,1974,8,20,5227
4313,1974,8,21,4654
4314,1974,8,21,5057
4315,1974,8,22,4604
4316,1974,8,22,4731
4317,1974,8,23,4844
4318,1974,8,23,4951
4319,1974,8,24,4139
4320,1974,8,24,4347
4321,1974,8,25,3793
4322,1974,8,25,4061
4323,1974,8,26,4607
4324,1974,8,26,4949
4325,1974,8,27,4856
4326,1974,8,27,5219
4327,1974,8,28,4689
4328,1974,8,28,4910
4329,1974,8,29,4597
4330,1974,8,29,4947
4331,1974,8,30,4726
4332,1974,8,30,5054
4333,1974,8,31,4190
4334,1974,8,31,4347
4335,1974,8,99,4
4336,1974,8,99,10
4337,1974,9,1,3912
4338,1974,9,1,3997
4339,1974,9,2,3865
4340,1974,9,2,4104
4341,1974,9,3,4805
4342,1974,9,3,4666
4343,1974,9,4,4955
4344,1974,9,4,5025
4345,1974,9,5,4700
4346,1974,9,5,4881
4347,1974,9,6,4654
4348,1974,9,6,5073
4349,1974,9,7,4140
4350,1974,9,7,4410
4351,1974,9,8,3865
4352,1974,9,8,4024
4353,1974,9,9,4710
4354,1974,9,9,5086
4355,1974,9,10,4897
4356,1974,9,10,5177
4357,1974,9,11,4720
4358,1974,9,11,5077
4359,1974,9,12,4829
4360,1974,9,12,5003
4361,1974,9,13,4794
4362,1974,9,13,5074
4363,1974,9,14,4268
4364,1974,9,14,4601
4365,1974,9,15,4085
4366,1974,9,15,4181
4367,1974,9,16,4818
4368,1974,9,16,5232
4369,1974,9,17,5040
4370,1974,9,17,5235
4371,1974,9,18,4906
4372,1974,9,18,5127
4373,1974,9,19,4906
4374,1974,9,19,5076
4375,1974,9,20,4981
4376,1974,9,20,5343
4377,1974,9,21,4339
4378,1974,9,21,4665
4379,1974,9,22,4236
4380,1974,9,22,4386
4381,1974,9,23,4912
4382,1974,9,23,5225
4383,1974,9,24,5156
4384,1974,9,24,5219
4385,1974,9,25,4839
4386,1974,9,25,5204
4387,1974,9,26,4907
4388,1974,9,26,5222
4389,1974,9,27,5093
4390,1974,9,27,5195
4391,1974,9,28,4512
4392,1974,9,28,4731
4393,1974,9,29,4229
4394,1974,9,29,4356
4395,1974,9,30,4754
4396,1974,9,30,5221
4397,1974,9,31,3
4398,1974,9,31,7
4399,1974,9,99,12
4400,1974,9,99,14
4401,1974,10,1,4844
4402,1974,10,1,5420
4403,1974,10,2,4803
4404,1974,10,2,5092
4405,1974,10,3,4726
4406,1974,10,3,5041
4407,1974,10,4,4809
4408,1974,10,4,5033
4409,1974,10,5,4206
4410,1974,10,5,4487
4411,1974,10,6,3914
4412,1974,10,6,4178
4413,1974,10,7,4807
4414,1974,10,7,4949
4415,1974,10,8,4770
4416,1974,10,8,5038
4417,1974,10,9,4672
4418,1974,10,9,4833
4419,1974,10,10,4697
4420,1974,10,10,4998
4421,1974,10,11,4660
4422,1974,10,11,5057
4423,1974,10,12,4102
4424,1974,10,12,4233
4425,1974,10,13,3747
4426,1974,10,13,4020
4427,1974,10,14,4512
4428,1974,10,14,4693
4429,1974,10,15,4620
4430,1974,10,15,4952
4431,1974,10,16,4426
4432,1974,10,16,4785
4433,1974,10,17,4507
4434,1974,10,17,4804
4435,1974,10,18,4606
4436,1974,10,18,4847
4437,1974,10,19,3956
4438,1974,10,19,4230
4439,1974,10,20,3684
4440,1974,10,20,3788
4441,1974,10,21,4386
4442,1974,10,21,4627
4443,1974,10,22,4559
4444,1974,10,22,4768
4445,1974,10,23,4368
4446,1974,10,23,4597
4447,1974,10,24,4285
4448,1974,10,24,4507
4449,1974,10,25,4425
4450,1974,10,25,4774
4451,1974,10,26,4008
4452,1974,10,26,4266
4453,1974,10,27,3855
4454,1974,10,27,4025
4455,1974,10,28,4225
4456,1974,10,28,4649
4457,1974,10,29,4444
4458,1974,10,29,4911
4459,1974,10,30,4496
4460,1974,10,30,4631
4461,1974,10,31,4326
4462,1974,10,31,4587
4463,1974,10,99,10
4464,1974,10,99,22
4465,1974,11,1,4415
4466,1974,11,1,4783
4467,1974,11,2,4037
4468,1974,11,2,4018
4469,1974,11,3,3641
4470,1974,11,3,3926
4471,1974,11,4,4349
4472,1974,11,4,4625
4473,1974,11,5,4633
4474,1974,11,5,4867
4475,1974,11,6,4347
4476,1974,11,6,4704
4477,1974,11,7,4348
4478,1974,11,7,4471
4479,1974,11,8,4373
4480,1974,11,8,4602
4481,1974,11,9,3795
4482,1974,11,9,4011
4483,1974,11,10,3702
4484,1974,11,10,3817
4485,1974,11,11,4515
4486,1974,11,11,4708
4487,1974,11,12,4488
4488,1974,11,12,4786
4489,1974,11,13,4500
4490,1974,11,13,4413
4491,1974,11,14,4545
4492,1974,11,14,4516
4493,1974,11,15,4506
4494,1974,11,15,4735
4495,1974,11,16,3803
4496,1974,11,16,4001
4497,1974,11,17,3618
4498,1974,11,17,3853
4499,1974,11,18,4436
4500,1974,11,18,4781
4501,1974,11,19,4489
4502,1974,11,19,4938
4503,1974,11,20,4528
4504,1974,11,20,4706
4505,1974,11,21,4478
4506,1974,11,21,4557
4507,1974,11,22,4420
4508,1974,11,22,4656
4509,1974,11,23,4022
4510,1974,11,23,4081
4511,1974,11,24,3640
4512,1974,11,24,3905
4513,1974,11,25,4261
4514,1974,11,25,4577
4515,1974,11,26,4557
4516,1974,11,26,4931
4517,1974,11,27,4360
4518,1974,11,27,4687
4519,1974,11,28,3546
4520,1974,11,28,3748
4521,1974,11,29,4101
4522,1974,11,29,4323
4523,1974,11,30,3751
4524,1974,11,30,3976
4525,1974,11,31,4
4526,1974,11,31,2
4527,1974,11,99,10
4528,1974,11,99,10
4529,1974,12,1,3693
4530,1974,12,1,3876
4531,1974,12,2,4470
4532,1974,12,2,4789
4533,1974,12,3,4641
4534,1974,12,3,4898
4535,1974,12,4,4457
4536,1974,12,4,4615
4537,1974,12,5,4236
4538,1974,12,5,4699
4539,1974,12,6,4473
4540,1974,12,6,4570
4541,1974,12,7,3941
4542,1974,12,7,4028
4543,1974,12,8,3805
4544,1974,12,8,3863
4545,1974,12,9,4323
4546,1974,12,9,4647
4547,1974,12,10,4512
4548,1974,12,10,4700
4549,1974,12,11,4451
4550,1974,12,11,4592
4551,1974,12,12,4297
4552,1974,12,12,4748
4553,1974,12,13,4333
4554,1974,12,13,4418
4555,1974,12,14,3866
4556,1974,12,14,3979
4557,1974,12,15,3643
4558,1974,12,15,3862
4559,1974,12,16,4519
4560,1974,12,16,4669
4561,1974,12,17,4733
4562,1974,12,17,4907
4563,1974,12,18,4664
4564,1974,12,18,4739
4565,1974,12,19,4495
4566,1974,12,19,4849
4567,1974,12,20,4632
4568,1974,12,20,4821
4569,1974,12,21,3884
4570,1974,12,21,3956
4571,1974,12,22,3558
4572,1974,12,22,3519
4573,1974,12,23,3978
4574,1974,12,23,4108
4575,1974,12,24,3604
4576,1974,12,24,3934
4577,1974,12,25,3381
4578,1974,12,25,3439
4579,1974,12,26,4078
4580,1974,12,26,4385
4581,1974,12,27,4755
4582,1974,12,27,4848
4583,1974,12,28,4003
4584,1974,12,28,4221
4585,1974,12,29,3668
